1-cysPrx_C	80,189,172
Sirohm_synth_M	204,86,153
Siva	255,255,255
Ski_Sno	255,255,255
Skp1	255,255,255
Skp1_POZ	255,255,255
Sld5	255,255,255
Slp	255,255,255
SlpA	255,255,255
Slu7	255,255,255
Slx4	255,255,255
SlyX	255,255,255
SmAKAP	255,255,255
Sm_like	255,255,255
Sm_multidrug_ex	255,255,255
SmaI	255,255,255
Smac_DIABLO	255,255,255
Smg4_UPF3	255,255,255
Smg8_Smg9	255,255,255
Smim3	255,255,255
Smoa_sbd	196,74,212
Smoothelin	255,255,255
SmpA_OmlA	211,108,102
SmpB	188,55,143
Smr	183,72,146
SnAC	255,255,255
SnAPC_2_like	255,255,255
Snapin_Pallidin	255,255,255
Snf7	255,255,255
SnoaL	206,89,111
SnoaL_2	184,69,155
SnoaL_3	182,82,66
SnoaL_4	68,223,209
Snurportin1	255,255,255
SoDot-IcmSS	255,255,255
SoPB_HTH	81,191,168
Soc	255,255,255
Sod_Cu	180,82,115
Sod_Fe_C	193,115,61
Sod_Fe_N	63,202,157
Sod_Ni	179,179,70
Sof1	255,255,255
Solute_trans_a	255,255,255
Somatomedin_B	255,255,255
Somatostatin	255,255,255
SopA	255,255,255
SopA_C	255,255,255
SopD	255,255,255
SopE_GEF	255,255,255
Sorb	255,255,255
Sororin	255,255,255
Sortase	213,184,62
Sortilin-Vps10	255,255,255
Sortilin_C	255,255,255
Sorting_nexin	255,255,255
Sox17_18_mid	255,255,255
SoxD	255,255,255
SoxE	255,255,255
SoxG	255,255,255
SoxY	203,73,138
SoxZ	168,189,64
Sox_N	255,255,255
Soyouz_module	255,255,255
Sp38	255,255,255
Spa1_C	197,83,130
SpaA	193,90,52
Spaetzle	255,255,255
Spatacsin_C	255,255,255
Spb1_C	255,255,255
Spc24	255,255,255
Spc29	255,255,255
Spc42p	255,255,255
Spc7	255,255,255
Spc7_C2	255,255,255
Spc7_N	255,255,255
SpdB	199,87,158
Spec3	255,255,255
SpecificRecomb	255,255,255
Spectrin	255,255,255
Spem1	255,255,255
Speriolin_C	255,255,255
Speriolin_N	255,255,255
Sperm_Ag_HE2	255,255,255
Sperm_act_pep	255,255,255
Spermine_synt_N	255,255,255
Spermine_synth	221,99,146
Spexin	255,255,255
Spheroidin	255,255,255
Spherulin4	255,255,255
Spidroin_MaSp	255,255,255
Spidroin_N	255,255,255
Spike_NTD	255,255,255
Spike_rec_bind	255,255,255
Spike_torovirin	255,255,255
Spin-Ssty	255,255,255
Spindle_Spc25	255,255,255
Spiralin	255,255,255
SplA	255,255,255
Spo0A_C	255,255,255
Spo0M	83,70,187
Spo12	184,96,63
Spo7	255,255,255
Spo7_2_N	255,255,255
SpoIIAA-like	74,225,107
SpoIID	76,188,148
SpoIIE	85,195,217
SpoIIIAC	255,255,255
SpoIIIAH	255,255,255
SpoIIID	85,223,221
SpoIIM	96,132,207
SpoIIP	255,255,255
SpoIISA_toxin	114,99,210
SpoIISB_antitox	255,255,255
SpoOE-like	255,255,255
SpoU_methylas_C	255,255,255
SpoU_methylase	84,205,178
SpoU_sub_bind	99,204,143
SpoV	255,255,255
SpoVAB	255,255,255
SpoVAC_SpoVAEB	255,255,255
SpoVAD	255,255,255
SpoVAE	255,255,255
SpoVG	255,255,255
SpoVIF	255,255,255
SpoVR	255,255,255
SpoVS	255,255,255
SpoVT_C	255,255,255
Spond_N	255,255,255
SporV_AA	255,255,255
Spore-coat_CotD	221,153,69
Spore-coat_CotZ	255,255,255
Spore_Cse60	255,255,255
Spore_GerAC	90,84,197
Spore_GerQ	255,255,255
Spore_III_AB	255,255,255
Spore_III_AE	255,255,255
Spore_III_AF	255,255,255
Spore_II_R	255,255,255
Spore_IV_A	255,255,255
Spore_SspJ	255,255,255
Spore_YabQ	255,255,255
Spore_YhaL	255,255,255
Spore_YhcN_YlaJ	255,255,255
Spore_YpjB	255,255,255
Spore_YtfJ	224,213,110
Spore_YtrH	255,255,255
Spore_YunB	255,255,255
Spore_coat_CotO	255,255,255
Spore_permease	89,176,194
Sporozoite_P67	255,255,255
Spot_14	255,255,255
Spp-24	255,255,255
SprA-related	255,255,255
SprA_N	255,255,255
SprB	255,255,255
SprT-like	255,255,255
Sprouty	255,255,255
Spt20	255,255,255
Spt4	255,255,255
Spt5-NGN	255,255,255
Spt5_N	255,255,255
SpuA_C	142,89,205
Spuma_A9PTase	255,255,255
SpvB	255,255,255
SpvD	255,255,255
Spy1	255,255,255
Squash	255,255,255
Sre	255,255,255
SrfB	255,255,255
Srg	255,255,255
SseB	221,181,60
SseB_C	63,169,222
SseC	255,255,255
SsgA	184,55,195
Ssl1	255,255,255
SspB	255,255,255
SspH	255,255,255
SspK	255,255,255
SspN	255,255,255
SspO	255,255,255
SspP	153,55,211
Ssu72	255,255,255
Stanniocalcin	255,255,255
Stap_Strp_tox_C	172,186,83
Stap_Strp_toxin	101,197,65
Staph_haemo	255,255,255
Staph_opine_DH	255,255,255
Staphopain_pro	255,255,255
Staphostatin_A	255,255,255
Staphostatin_B	255,255,255
Staphylcoagulse	255,255,255
Staphylokinase	255,255,255
Statherin	255,255,255
Stathmin	255,255,255
Staufen_C	255,255,255
Staygreen	255,255,255
Stb3	255,255,255
StbA	59,226,99
Stc1	255,255,255
Ste5	255,255,255
Ste5_C	255,255,255
Stealth_CR1	125,69,194
Stealth_CR2	187,196,49
Stealth_CR3	86,134,207
Stealth_CR4	206,228,60
Sterile	157,58,225
Steroid_dh	255,255,255
Sterol-sensing	126,60,182
Sterol_MT_C	65,219,176
Stevor	255,255,255
Stig1	255,255,255
Stimulus_sens_1	255,255,255
Stirrup	255,255,255
Stk19	255,255,255
Stm1_N	255,255,255
Stn1	255,255,255
Stn1_C	255,255,255
Stomagen	255,255,255
Stomoxyn	255,255,255
Stonin2_N	255,255,255
Stork_head	255,255,255
Str_synth	255,255,255
Strabismus	255,255,255
Strep_SA_rep	255,255,255
Strep_his_triad	255,255,255
Strep_pep	80,147,225
Streptin-Immun	202,134,81
Stress-antifung	255,255,255
Striatin	255,255,255
Strumpellin	255,255,255
Styelin	255,255,255
Sua5_C	176,189,76
Sua5_yciO_yrdC	183,139,65
Subtilosin_A	190,123,83
Suc_Fer-like	70,187,139
Succ_CoA_lig	72,138,194
Succ_DH_flav_C	140,80,199
Sucrose_synth	81,164,199
Suf	255,255,255
SufE	195,163,75
Sugar-bind	198,52,101
Sugar_tr	48,186,105
Sugar_transport	255,255,255
Sugarporin_N	255,255,255
SulA	184,85,46
Sulf_coat_C	255,255,255
Sulf_transp	166,79,214
Sulfakinin	255,255,255
Sulfatase	61,103,198
Sulfatase_C	255,255,255
Sulfate_transp	189,61,212
Sulfolobus_pRN	255,255,255
Sulfotransfer_1	66,135,208
Sulfotransfer_2	192,80,119
Sulfotransfer_3	59,182,84
Sulfotransfer_4	197,83,165
Sulfotransfer_5	66,206,131
Sulphotransf	86,66,182
Suppressor_APC	255,255,255
Suppressor_P21	255,255,255
SurA_N	255,255,255
SurA_N_2	255,255,255
SurA_N_3	84,156,193
SurE	55,201,204
Surfac_D-trimer	255,255,255
Surface_Ag_2	255,255,255
Surface_antigen	255,255,255
Surp	64,184,118
SusD-like	255,255,255
SusD-like_2	255,255,255
SusD-like_3	255,255,255
SusD_RagB	255,255,255
SusE	255,255,255
SusF_SusE	255,255,255
Sushi	255,255,255
Sushi_2	255,255,255
Suv3_C_1	187,75,195
Svf1	255,255,255
Svf1_C	255,255,255
Svs_4_5_6	255,255,255
Swi3	255,255,255
Swi5	255,255,255
Swm2	255,255,255
SwrA	255,255,255
SxtJ	220,85,83
Sybindin	255,255,255
Syd	255,255,255
Syja_N	255,255,255
SymE_toxin	255,255,255
Symplekin_C	255,255,255
Synaphin	255,255,255
Synapsin	255,255,255
Synapsin_C	255,255,255
Synapsin_N	255,255,255
Synaptobrevin	255,255,255
Synaptonemal_3	255,255,255
Syncollin	255,255,255
Syndecan	255,255,255
Syntaphilin	255,255,255
Syntaxin	255,255,255
Syntaxin-18_N	255,255,255
Syntaxin-5_N	255,255,255
Syntaxin-6_N	198,56,59
Syntaxin_2	255,255,255
Synthase_beta	255,255,255
Synuclein	255,255,255
SyrA	170,86,188
T-box	255,255,255
T-box_assoc	255,255,255
T2SS-T3SS_pil_N	255,255,255
T2SSB	255,255,255
T2SSC	255,255,255
T2SSE	201,94,126
T2SSE_N	255,255,255
T2SSF	124,208,56
T2SSG	255,255,255
T2SSI	255,255,255
T2SSJ	255,255,255
T2SSK	255,255,255
T2SSL	255,255,255
T2SSM	255,255,255
T2SSM_b	255,255,255
T2SSN	255,255,255
T2SSS_2	255,255,255
T2SS_PulS_OutS	255,255,255
T2SSppdC	255,255,255
T3RM_EcoP15I_C	188,203,85
T3SS_ATPase_C	223,117,103
T3SS_HrpK1	255,255,255
T3SS_LEE_assoc	255,255,255
T3SS_NleG	255,255,255
T3SS_TC	255,255,255
T3SS_basalb_I	255,255,255
T3SS_needle_E	255,255,255
T3SS_needle_F	255,255,255
T3SS_needle_reg	255,255,255
T3SSipB	255,255,255
T3SchapCesA	255,255,255
T4-Gluco-transf	255,255,255
T4-gp15_tss	255,255,255
T4BSS_DotH_IcmK	255,255,255
T4BSS_DotI_IcmL	255,255,255
T4SS	69,181,135
T4SS-DNA_transf	48,182,65
T4SS_CagC	255,255,255
T4SS_TraI	255,255,255
T4_Gp59_C	255,255,255
T4_Gp59_N	255,255,255
T4_Rnl2_C	180,80,118
T4_baseplate	255,255,255
T4_deiodinase	255,255,255
T4_gp9_10	255,255,255
T4_neck-protein	255,255,255
T4_tail_cap	255,255,255
T4bSS_IcmS	255,255,255
T5orf172	65,173,207
T6PP_N	75,120,205
T6SS-SciN	255,255,255
T6SS_HCP	228,113,111
T6SS_TssF	90,91,186
T6SS_TssG	255,255,255
T6SS_VasE	103,111,214
T6SS_VasJ	255,255,255
T6SS_Vgr	255,255,255
T6SS_VipA	255,255,255
T7SS_ESX1_EccB	68,185,144
T7SS_ESX_EspC	64,186,152
TA0956	255,255,255
TAA-Trp-ring	255,255,255
TACC_C	255,255,255
TACI-CRD2	255,255,255
TAF	255,255,255
TAF1D	255,255,255
TAF1_subA	255,255,255
TAF4	255,255,255
TAF6_C	255,255,255
TAF8_C	144,89,227
TAFA	255,255,255
TAFH	255,255,255
TAFII28	255,255,255
TAFII55_N	255,255,255
TALPID3	255,255,255
TAL_FSA	208,111,74
TAL_effector	255,255,255
TAN	255,255,255
TANGO2	91,188,156
TAP35_44	255,255,255
TAP42	255,255,255
TAP_C	255,255,255
TAS2R	255,255,255
TATR	255,255,255
TAT_signal	85,137,217
TAT_ubiq	255,255,255
TAXi_C	98,90,220
TAXi_N	210,60,207
TA_inhibitor	255,255,255
TAtT	255,255,255
TB	255,255,255
TB2_DP1_HVA22	175,52,210
TBCA	255,255,255
TBCC	255,255,255
TBCC_N	255,255,255
TBD	255,255,255
TBP	255,255,255
TBP-binding	255,255,255
TBPIP	255,255,255
TBPIP_N	255,255,255
TBSV_P22	255,255,255
TBX	255,255,255
TC1	255,255,255
TCL1_MTCP1	255,255,255
TCO89	255,255,255
TCP	255,255,255
TCR	255,255,255
TCRP1	255,255,255
TCR_zetazeta	255,255,255
TCTP	255,255,255
TDA11	255,255,255
TDH	255,255,255
TDRP	255,255,255
TEA	255,255,255
TEBP_beta	255,255,255
TED	255,255,255
TED_complement	207,214,67
TENA_THI-4	95,149,219
TEP1_N	255,255,255
TERB2	255,255,255
TERF2_RBM	255,255,255
TES	255,255,255
TEX12	255,255,255
TEX13	255,255,255
TEX15	255,255,255
TEX19	255,255,255
TEX29	255,255,255
TEX33	255,255,255
TFB6	255,255,255
TFCD_C	255,255,255
TFIIA	255,255,255
TFIIA_gamma_C	255,255,255
TFIIA_gamma_N	255,255,255
TFIIB	255,255,255
TFIID-18kDa	255,255,255
TFIID-31kDa	186,54,109
TFIID_20kDa	255,255,255
TFIID_30kDa	255,255,255
TFIID_NTD2	255,255,255
TFIIE-A_C	255,255,255
TFIIE_alpha	255,255,255
TFIIE_beta	255,255,255
TFIIF_alpha	255,255,255
TFIIF_beta	255,255,255
TFIIIC_delta	255,255,255
TFIIIC_sub6	255,255,255
TFIIS_C	255,255,255
TFIIS_M	255,255,255
TFR_dimer	255,255,255
TFX_C	255,255,255
TF_AP-2	255,255,255
TF_Otx	255,255,255
TF_Zn_Ribbon	255,255,255
TGBp3	255,255,255
TGF_beta	255,255,255
TGF_beta_GS	255,255,255
TGFb_propeptide	255,255,255
TGL	222,68,183
TGS	201,81,163
TGT	61,158,187
TGT_C1	255,255,255
TGT_C2	255,255,255
TGase_elicitor	255,255,255
TH1	255,255,255
THAP	255,255,255
THDPS_M	100,210,174
THDPS_N	255,255,255
THDPS_N_2	200,57,205
THEG	255,255,255
THEG4	255,255,255
THF_DHG_CYH	208,67,229
THF_DHG_CYH_C	147,183,86
THOC2_N	255,255,255
THOC7	255,255,255
THP2	255,255,255
THRAP3_BCLAF1	255,255,255
THUMP	52,209,163
TIC20	255,255,255
TIG	194,198,96
TIL	255,255,255
TILa	255,255,255
TIM	57,136,212
TIM21	255,255,255
TIMELESS	255,255,255
TIMELESS_C	255,255,255
TIMP	255,255,255
TINF2_N	255,255,255
TIP120	255,255,255
TIP39	255,255,255
TIP41	255,255,255
TIP49	255,255,255
TIP_N	255,255,255
TIR	219,220,68
TIR-like	172,223,103
TIR_2	87,220,58
TK	78,207,125
TLC	255,255,255
TLD	255,255,255
TLE_N	255,255,255
TLP-20	255,255,255
TLP1_add_C	82,70,214
TLV_coat	255,255,255
TM140	255,255,255
TM1506	255,255,255
TM1586_NiRdase	255,255,255
TM2	117,58,203
TM231	255,255,255
TMA7	255,255,255
TMC	255,255,255
TMCCDC2	255,255,255
TMCO5	255,255,255
TMEM100	255,255,255
TMEM101	255,255,255
TMEM107	255,255,255
TMEM108	255,255,255
TMEM117	255,255,255
TMEM119	255,255,255
TMEM125	255,255,255
TMEM126	255,255,255
TMEM131_like	255,255,255
TMEM132	255,255,255
TMEM132D_C	255,255,255
TMEM132D_N	255,255,255
TMEM135_C_rich	255,255,255
TMEM138	255,255,255
TMEM141	255,255,255
TMEM144	255,255,255
TMEM151	255,255,255
TMEM154	255,255,255
TMEM156	255,255,255
TMEM164	255,255,255
TMEM169	255,255,255
TMEM171	255,255,255
TMEM173	255,255,255
TMEM174	255,255,255
TMEM18	255,255,255
TMEM187	255,255,255
TMEM189_B_dmain	255,255,255
TMEM190	255,255,255
TMEM191C	255,255,255
TMEM192	255,255,255
TMEM206	255,255,255
TMEM208_SND2	255,255,255
TMEM210	255,255,255
TMEM213	255,255,255
TMEM214	255,255,255
TMEM215	255,255,255
TMEM219	255,255,255
TMEM220	255,255,255
TMEM223	255,255,255
TMEM232	255,255,255
TMEM234	255,255,255
TMEM237	255,255,255
TMEM238	255,255,255
TMEM239	255,255,255
TMEM240	255,255,255
TMEM247	255,255,255
TMEM251	255,255,255
TMEM252	255,255,255
TMEM37	255,255,255
TMEM40	255,255,255
TMEM43	255,255,255
TMEM51	255,255,255
TMEM52	255,255,255
TMEM61	255,255,255
TMEM65	255,255,255
TMEM70	255,255,255
TMEM71	255,255,255
TMEM72	255,255,255
TMEM82	255,255,255
TMEM89	255,255,255
TMEM95	255,255,255
TMEMspv1-c74-12	255,255,255
TMF_DNA_bd	255,255,255
TMF_TATA_bd	255,255,255
TMIE	255,255,255
TMP	255,255,255
TMP-TENI	198,51,163
TMPIT	255,255,255
TMP_2	255,255,255
TMV_coat	255,255,255
TM_PBP2_N	255,255,255
TM_helix	126,211,80
TNF	255,255,255
TNFR	255,255,255
TNRC6-PABC_bdg	255,255,255
TNT	110,57,205
TNV_CP	255,255,255
TOBE	212,80,65
TOBE_2	70,123,193
TOBE_3	255,255,255
TOC159_MAD	255,255,255
TOH_N	255,255,255
TOM13	255,255,255
TOM20_plant	255,255,255
TOM6p	255,255,255
TOPRIM_C	255,255,255
TOP_N	85,197,125
TORC_C	255,255,255
TORC_M	255,255,255
TORC_N	255,255,255
TP1	255,255,255
TP2	255,255,255
TP53IP5	255,255,255
TP6A_N	255,255,255
TPALS	107,62,183
TPD	255,255,255
TPD52	255,255,255
TPH	255,255,255
TPIP1	255,255,255
TPKR_C2	255,255,255
TPK_B1_binding	255,255,255
TPK_catalytic	255,255,255
TPMT	85,213,94
TPM_phosphatase	84,126,184
TPP1	255,255,255
TPPII	255,255,255
TPPII_N	255,255,255
TPPK_C	255,255,255
TPP_enzyme_C	156,179,45
TPP_enzyme_M	149,194,69
TPP_enzyme_M_2	60,158,198
TPP_enzyme_N	55,81,185
TPR_1	255,255,255
TPR_10	211,98,167
TPR_11	255,255,255
TPR_12	147,215,101
TPR_14	192,222,86
TPR_15	255,255,255
TPR_16	154,205,86
TPR_17	255,255,255
TPR_18	255,255,255
TPR_19	182,60,145
TPR_2	67,152,188
TPR_20	70,228,211
TPR_21	255,255,255
TPR_3	255,255,255
TPR_4	194,104,82
TPR_5	93,115,191
TPR_6	255,255,255
TPR_7	197,220,70
TPR_8	182,172,47
TPR_9	128,97,219
TPR_MLP1_2	255,255,255
TPR_MalT	68,192,80
TPT	255,255,255
TPX2	255,255,255
TPX2_importin	255,255,255
TP_methylase	124,218,92
TQ	194,93,84
TRA-1_regulated	255,255,255
TRADD_N	255,255,255
TRAF_BIRC3_bd	255,255,255
TRAM	57,121,198
TRAM1	196,80,119
TRAM_2	137,82,213
TRAM_LAG1_CLN8	190,73,90
TRAP-delta	255,255,255
TRAP-gamma	255,255,255
TRAPP	255,255,255
TRAPPC-Trs85	255,255,255
TRAPPC10	255,255,255
TRAPPC9-Trs120	255,255,255
TRAP_alpha	255,255,255
TRAP_beta	255,255,255
TRAUB	255,255,255
TRC8_N	255,255,255
TRCF	60,201,111
TREH_N	187,117,84
TRF	161,93,206
TRH	255,255,255
TRI12	125,190,81
TRI5	66,189,108
TRI9	143,217,73
TRIC	255,255,255
TRIQK	255,255,255
TRL	255,255,255
TRM	255,255,255
TRM13	255,255,255
TROVE	179,147,56
TRP	255,255,255
TRPM_tetra	255,255,255
TRP_2	255,255,255
TRP_N	255,255,255
TRSP	255,255,255
TSA	255,255,255
TSC21	255,255,255
TSC22	255,255,255
TSCPD	255,255,255
TSGA13	255,255,255
TSGP1	255,255,255
TSKS	255,255,255
TSLP	255,255,255
TSNAXIP1_N	255,255,255
TSNR_N	81,164,187
TSP9	255,255,255
TSP_1	255,255,255
TSP_3	255,255,255
TSP_C	255,255,255
TSP_NTD	48,185,107
TSSC4	255,255,255
TT1725	194,54,208
TTC5_OB	255,255,255
TTD	255,255,255
TTKRSYEDQ	255,255,255
TTL	255,255,255
TTR-52	255,255,255
TTRAP	255,255,255
TTSSLRR	255,255,255
TT_ORF1	255,255,255
TT_ORF2	255,255,255
TT_ORF2a	255,255,255
TTc_toxin_rep	98,187,209
TUDOR	255,255,255
TUG-UBL1	255,255,255
TUSC2	255,255,255
TUTF7_u4	255,255,255
TYA	255,255,255
TYW3	255,255,255
T_Ag_DNA_bind	255,255,255
T_cell_tran_alt	255,255,255
T_hemolysin	255,255,255
Ta0938	255,255,255
Tab2_like	255,255,255
Tachykinin	255,255,255
Tachylectin	68,187,118
Tachystatin_A	255,255,255
Tachystatin_B	255,255,255
TackOD1	91,176,195
Tad	188,50,92
TadE	180,161,68
TadF	255,255,255
TadZ_N	255,255,255
Tad_C	255,255,255
Tae4	255,255,255
Taeniidae_ag	255,255,255
Tafi-CsgC	255,255,255
TagA	255,255,255
TagF_N	255,255,255
Tagatose_6_P_K	92,175,186
Tai4	255,255,255
Tail_P2_I	216,86,54
Tail_VII	255,255,255
Tail_tube	255,255,255
Takusan	255,255,255
Talin_middle	255,255,255
Tam41_Mmp37	255,255,255
TamB	66,216,187
Tankyrase_bdg_C	255,255,255
Tannase	139,54,192
Tantalus	255,255,255
Tap-RNA_bind	255,255,255
Tape_meas_lam_C	255,255,255
Taq-exonuc	255,255,255
TaqI_C	132,203,53
TarH	255,255,255
TarS_C1	84,220,194
Tash_PEST	255,255,255
Tat	255,255,255
TatC	84,193,209
TatD_DNase	91,81,210
Tau95	255,255,255
TauD	180,79,217
TauE	105,203,95
Tautomerase	223,210,102
Tautomerase_2	212,61,104
Tautomerase_3	139,95,204
Tax	255,255,255
Taxilin	255,255,255
TbpB_A	255,255,255
TbpB_B_D	255,255,255
TbpB_C	255,255,255
TcA_RBD	161,205,76
TcA_TcB_BD	228,58,77
TcdA_TcdB	255,255,255
TcdA_TcdB_pore	255,255,255
TcdB_N	255,255,255
TcdB_toxin_midC	255,255,255
TcdB_toxin_midN	255,255,255
Tcell_CD4_C	255,255,255
Tcf25	255,255,255
TcfC	255,255,255
Tcp10_C	255,255,255
Tcp11	255,255,255
TcpA	255,255,255
TcpE	255,255,255
TcpF	255,255,255
TcpQ	255,255,255
TcpS	255,255,255
TctA	202,54,202
TctB	52,188,110
TctC	74,93,188
Tctex-1	255,255,255
Tecti-min-caps	255,255,255
Tegument_dsDNA	255,255,255
TehB	255,255,255
Tektin	255,255,255
TelA	255,255,255
Telethonin	255,255,255
Telomerase_RBD	255,255,255
Telomere_Sde2_2	255,255,255
Telomere_reg-2	255,255,255
Telomere_res	255,255,255
Ten1	255,255,255
Ten1_2	255,255,255
Ten_N	255,255,255
Tenui_N	255,255,255
Tenui_NCP	255,255,255
Tenui_NS3	255,255,255
Tenui_NS4	255,255,255
Tenui_PVC2	255,255,255
Ter	255,255,255
TerB	81,192,110
TerB_C	255,255,255
TerB_N	255,255,255
TerC	221,113,97
TerD	84,103,187
TerY_C	255,255,255
Terminase_1	85,184,96
Terminase_2	255,255,255
Terminase_3	255,255,255
Terminase_3C	255,255,255
Terminase_4	255,255,255
Terminase_5	199,200,96
Terminase_6	255,255,255
Terminase_6C	134,103,210
Terminase_GpA	255,255,255
Terpene_syn_C_2	72,93,209
Terpene_synth	74,159,219
Terpene_synth_C	219,91,215
TetM_leader	255,255,255
TetR	209,92,219
TetR_C_1	151,203,75
TetR_C_10	255,255,255
TetR_C_11	219,77,198
TetR_C_12	255,255,255
TetR_C_13	70,93,207
TetR_C_14	136,74,210
TetR_C_15	85,188,151
TetR_C_16	170,185,52
TetR_C_17	100,228,178
TetR_C_18	60,218,184
TetR_C_19	184,84,218
TetR_C_2	255,255,255
TetR_C_20	207,83,60
TetR_C_21	222,91,108
TetR_C_22	131,187,69
TetR_C_23	116,68,207
TetR_C_24	203,88,111
TetR_C_25	207,60,181
TetR_C_26	55,203,194
TetR_C_27	110,183,58
TetR_C_28	53,195,143
TetR_C_29	52,187,58
TetR_C_3	255,255,255
TetR_C_30	75,110,201
TetR_C_31	140,205,97
TetR_C_32	154,82,215
TetR_C_33	92,181,192
TetR_C_34	223,108,202
TetR_C_35	199,176,62
TetR_C_36	118,206,98
TetR_C_37	171,78,191
TetR_C_4	255,255,255
TetR_C_5	57,214,177
TetR_C_6	99,210,174
TetR_C_7	198,67,196
TetR_C_8	192,229,97
TetR_C_9	255,255,255
TetR_N	73,212,190
Tet_JBP	255,255,255
Tet_res_leader	255,255,255
Tetrabrachion	255,255,255
Tetradecapep	255,255,255
Tetraspanin	255,255,255
Tex_N	200,91,78
Tex_YqgF	97,137,220
Tfb2	255,255,255
Tfb4	255,255,255
Tfb5	255,255,255
TfoX_C	112,212,84
TfoX_N	80,46,184
TfuA	196,226,76
TgMIC1	255,255,255
TgpA_N	217,194,106
ThaI	255,255,255
Thaumatin	193,150,59
Thermopsin	255,255,255
Thg1	255,255,255
Thg1C	255,255,255
Thi4	255,255,255
ThiC-associated	188,145,47
ThiC_Rad_SAM	195,97,107
ThiD2	144,200,99
ThiF	82,50,180
ThiG	215,60,203
ThiI	255,255,255
ThiJ_like	66,208,90
ThiP_synth	255,255,255
ThiS	73,117,196
ThiS-like	255,255,255
ThiW	255,255,255
Thia_YuaJ	255,255,255
Thiamine_BP	201,146,71
Thioesterase	207,80,138
Thiol_cytolys_C	255,255,255
Thiol_cytolysin	255,255,255
Thiolase_C	218,187,56
Thiolase_N	82,90,195
Thionin	255,255,255
Thioredox_DsbH	55,198,192
Thioredoxin	220,109,180
Thioredoxin_10	179,76,78
Thioredoxin_2	210,154,89
Thioredoxin_3	181,201,98
Thioredoxin_4	46,180,48
Thioredoxin_5	183,108,70
Thioredoxin_6	255,255,255
Thioredoxin_7	143,52,187
Thioredoxin_8	180,174,87
Thioredoxin_9	255,255,255
Tho2	255,255,255
Thoc2	255,255,255
ThrE	114,94,211
ThrE_2	222,93,214
Thr_dehydrat_C	94,84,210
Thr_synth_N	255,255,255
Thrombin_light	255,255,255
Tht1	255,255,255
ThuA	186,137,92
Thump_like	168,229,78
Thx	255,255,255
Thy1	50,175,182
ThylakoidFormat	255,255,255
Thymidylat_synt	103,91,191
Thymidylate_kin	94,201,134
Thymopoietin	255,255,255
Thymosin	255,255,255
Thyroglob_assoc	255,255,255
Thyroglobulin_1	255,255,255
Tic110	255,255,255
Tic22	255,255,255
TilS	92,75,220
TilS_C	255,255,255
Tim17	255,255,255
Tim29	255,255,255
Tim44	255,255,255
Tim54	255,255,255
TipAS	94,74,206
TipE	255,255,255
Tipalpha	255,255,255
Tir_receptor_C	255,255,255
Tir_receptor_M	255,255,255
Tir_receptor_N	255,255,255
Tis11B_N	255,255,255
TisB_toxin	255,255,255
Tissue_fac	255,255,255
Titin_Ig-rpts	255,255,255
Titin_Z	255,255,255
Tli4_C	84,202,80
Tli4_N	226,184,64
Tma16	255,255,255
Tme5_EGF_like	255,255,255
Tmem26	255,255,255
Tmemb_14	255,255,255
Tmemb_161AB	255,255,255
Tmemb_170	255,255,255
Tmemb_185A	255,255,255
Tmemb_18A	255,255,255
Tmemb_40	255,255,255
Tmemb_55A	255,255,255
Tmemb_9	255,255,255
Tmemb_cc2	255,255,255
TmoB	255,255,255
Tmp39	255,255,255
Tmpp129	255,255,255
Tn7_Tnp_TnsA_C	255,255,255
Tn7_Tnp_TnsA_N	255,255,255
Tn7_TnsC_Int	255,255,255
Tn916-Xis	255,255,255
Tna_leader	255,255,255
TniB	217,61,196
TniQ	184,67,171
TnpB_IS66	64,191,138
TnpV	255,255,255
TnpW	255,255,255
Tnp_22_dsRBD	255,255,255
Tnp_22_trimer	255,255,255
Tnp_DNA_bind	255,255,255
Tnp_P_element	255,255,255
Tnp_P_element_C	255,255,255
Tnp_zf-ribbon_2	255,255,255
TnsD	255,255,255
TnsE_C	83,128,211
Toast_rack_N	255,255,255
Tobravirus_2B	255,255,255
Tocopherol_cycl	255,255,255
TolA	255,255,255
TolA_bind_tri	255,255,255
TolB_N	255,255,255
TolB_like	255,255,255
Toluene_X	68,188,211
Tom22	255,255,255
Tom37	255,255,255
Tom37_C	255,255,255
Tom5	255,255,255
Tom6	255,255,255
Tom7	255,255,255
Tombus_P19	255,255,255
Tombus_P33	255,255,255
Tombus_movement	255,255,255
TonB_2	255,255,255
TonB_C	196,207,101
TonB_N	255,255,255
TonB_dep_Rec	171,200,51
Topo-VIb_trans	255,255,255
Topo_C_assoc	255,255,255
Topo_Zn_Ribbon	255,255,255
Topoisom_I	158,205,101
Topoisom_I_N	255,255,255
Topoisom_bac	136,196,98
Toprim	95,212,145
Toprim_2	98,107,198
Toprim_3	255,255,255
Toprim_4	192,150,56
Toprim_C_rpt	146,209,96
Toprim_Crpt	255,255,255
Toprim_N	118,218,88
